Airport Name,Flight Type,Carrier,Flight Number,Scheduled Departure (Local),Revised Departure (Local),Departure Delay (min),Scheduled Arrival (Local),Revised Arrival (Local),Arrival Delay (min)
Bangalore,Departure,IndiGo,6E 7207,2025-08-19 10:15+05:30,2025-08-19 10:15+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7257,2025-08-19 10:15+05:30,2025-08-19 10:15+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2675,2025-08-19 10:20+05:30,2025-08-19 10:20+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 578,2025-08-19 10:20+05:30,2025-08-19 10:20+05:30,0,,,
Bangalore,Departure,Air India Express,IX 2717,2025-08-19 10:25+05:30,2025-08-19 10:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 5051,2025-08-19 10:10+05:30,2025-08-19 10:25+05:30,15,,,
Bangalore,Departure,Air India Express,IX 2011,2025-08-19 10:25+05:30,2025-08-19 10:25+05:30,0,,,
Bangalore,Departure,Air India Express,IX 1129,2025-08-19 10:25+05:30,2025-08-19 10:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6144,2025-08-19 10:30+05:30,2025-08-19 10:30+05:30,0,,,
Bangalore,Departure,Emirates,EK 565,2025-08-19 10:30+05:30,2025-08-19 10:30+05:30,0,,,
Bangalore,Departure,AKJ,AKJ 132C,2025-08-19 10:33+05:30,2025-08-19 10:33+05:30,0,,,
Bangalore,Departure,Shuttle America,S5 117,2025-08-19 10:35+05:30,2025-08-19 10:35+05:30,0,,,
Bangalore,Departure,IndiGo,6E 175,2025-08-19 10:35+05:30,2025-08-19 10:35+05:30,0,,,
Bangalore,Departure,IndiGo,6E 508,2025-08-19 10:40+05:30,2025-08-19 10:40+05:30,0,,,
Bangalore,Departure,Air India,AI 2852,2025-08-19 10:30+05:30,2025-08-19 10:40+05:30,10,,,
Bangalore,Departure,Ghodawat Enterprises,OG 117,2025-08-19 10:43+05:30,2025-08-19 10:43+05:30,0,,,
Bangalore,Departure,IndiGo,6E 904,2025-08-19 10:45+05:30,2025-08-19 10:45+05:30,0,,,
Bangalore,Departure,AKJ,AKJ 578,2025-08-19 10:45+05:30,2025-08-19 10:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7142,2025-08-19 10:55+05:30,2025-08-19 10:55+05:30,0,,,
Bangalore,Departure,Air India,AI 2652,2025-08-19 11:00+05:30,2025-08-19 11:00+05:30,0,,,
Bangalore,Departure,IndiGo,6E 7711,2025-08-19 11:00+05:30,2025-08-19 11:00+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1881,2025-08-19 11:10+05:30,2025-08-19 11:10+05:30,0,,,
Bangalore,Departure,IndiGo,6E 1167,2025-08-19 11:20+05:30,2025-08-19 11:20+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1343,2025-08-19 11:20+05:30,2025-08-19 11:20+05:30,0,,,
Bangalore,Departure,AKJ,AKJ 188U,2025-08-19 11:21+05:30,2025-08-19 11:21+05:30,0,,,
Bangalore,Departure,IndiGo,6E 941,2025-08-19 11:25+05:30,2025-08-19 11:25+05:30,0,,,
Bangalore,Departure,IndiGo,6E 5011,2025-08-19 11:25+05:30,2025-08-19 11:25+05:30,0,,,
Bangalore,Departure,Starlight Airline,QP 1442,2025-08-19 11:30+05:30,2025-08-19 11:30+05:30,0,,,
Bangalore,Departure,Singapore,SQ 509,2025-08-19 11:35+05:30,2025-08-19 11:35+05:30,0,,,
Bangalore,Departure,IndiGo,6E 6104,2025-08-19 11:40+05:30,2025-08-19 11:40+05:30,0,,,
Bangalore,Departure,IndiGo,6E 236,2025-08-19 11:45+05:30,2025-08-19 11:45+05:30,0,,,
Bangalore,Departure,IndiGo,6E 869,2025-08-19 11:45+05:30,2025-08-19 11:45+05:30,0,,,
Bangalore,Departure,AKJ,AKJ 144K,2025-08-19 11:46+05:30,2025-08-19 11:46+05:30,0,,,
Bangalore,Departure,Air India,AI 2639,2025-08-19 11:50+05:30,2025-08-19 11:50+05:30,0,,,
Bangalore,Arrival,Air India Express,IX 2742,,,,2025-08-19 10:00+05:30,2025-08-19 12:02+05:30,122
Bangalore,Arrival,AKJ,AKJ 135K,,,,2025-08-19 12:02+05:30,2025-08-19 12:02+05:30,0
Bangalore,Arrival,IndiGo,6E 412,,,,2025-08-19 12:20+05:30,2025-08-19 12:09+05:30,-11
Bangalore,Arrival,IndiGo,6E 1044,,,,2025-08-19 13:00+05:30,2025-08-19 12:11+05:30,-49
Bangalore,Arrival,IndiGo,6E 5092,,,,2025-08-19 12:00+05:30,2025-08-19 12:11+05:30,11
Bangalore,Arrival,Starlight Airline,QP 1352,,,,2025-08-19 12:15+05:30,2025-08-19 12:15+05:30,0
Bangalore,Arrival,IndiGo,6E 6161,,,,2025-08-19 12:35+05:30,2025-08-19 12:18+05:30,-17
Bangalore,Arrival,Air India,AI 2415,,,,2025-08-19 12:35+05:30,2025-08-19 12:20+05:30,-15
Bangalore,Arrival,IndiGo,6E 926,,,,2025-08-19 12:30+05:30,2025-08-19 12:22+05:30,-8
Bangalore,Arrival,Air India Express,IX 883,,,,2025-08-19 12:25+05:30,2025-08-19 12:26+05:30,1
Bangalore,Arrival,IndiGo,6E 386,,,,2025-08-19 13:10+05:30,2025-08-19 12:30+05:30,-40
Bangalore,Arrival,IndiGo,6E 196,,,,2025-08-19 13:05+05:30,2025-08-19 12:44+05:30,-21
Bangalore,Arrival,IndiGo,6E 7342,,,,2025-08-19 12:45+05:30,2025-08-19 12:46+05:30,1
Bangalore,Arrival,Air India,AI 132,,,,2025-08-19 12:50+05:30,2025-08-19 12:53+05:30,3
Bangalore,Arrival,IndiGo,6E 78,,,,2025-08-19 12:15+05:30,2025-08-19 12:57+05:30,42
Bangalore,Arrival,IndiGo,6E 6892,,,,2025-08-19 13:10+05:30,2025-08-19 13:11+05:30,1
Bangalore,Arrival,IndiGo,6E 6584,,,,2025-08-19 13:10+05:30,2025-08-19 13:12+05:30,2
Bangalore,Arrival,IndiGo,6E 1084,,,,2025-08-19 13:45+05:30,2025-08-19 13:17+05:30,-28
Bangalore,Arrival,IndiGo,6E 7272,,,,2025-08-19 13:10+05:30,2025-08-19 13:18+05:30,8
Bangalore,Arrival,Ghodawat Enterprises,OG 118,,,,2025-08-19 13:20+05:30,2025-08-19 13:20+05:30,0
Bangalore,Arrival,IndiGo,6E 2127,,,,2025-08-19 13:35+05:30,2025-08-19 13:22+05:30,-13
Bangalore,Arrival,Shuttle America,S5 118,,,,2025-08-19 13:20+05:30,2025-08-19 13:30+05:30,10
Bangalore,Arrival,IndiGo,6E 7223,,,,2025-08-19 13:40+05:30,2025-08-19 13:37+05:30,-3
Bangalore,Arrival,Air India Express,IX 1573,,,,2025-08-19 13:40+05:30,2025-08-19 13:43+05:30,3
Bangalore,Arrival,IndiGo,6E 6036,,,,2025-08-19 14:05+05:30,2025-08-19 13:46+05:30,-19
Bangalore,Arrival,IndiGo,6E 805,,,,2025-08-19 14:05+05:30,2025-08-19 13:49+05:30,-16
Bangalore,Arrival,Starlight Airline,QP 1373,,,,2025-08-19 13:50+05:30,2025-08-19 13:51+05:30,1
Bangalore,Arrival,IndiGo,6E 7445,,,,2025-08-19 14:00+05:30,2025-08-19 13:57+05:30,-3
Bangalore,Arrival,IndiGo,6E 1056,,,,2025-08-19 14:10+05:30,2025-08-19 13:59+05:30,-11
Bangalore,Arrival,IndiGo,6E 2434,,,,2025-08-19 14:25+05:30,2025-08-19 14:01+05:30,-24
Bangalore,Arrival,IndiGo,6E 7049,,,,2025-08-19 14:15+05:30,2025-08-19 14:06+05:30,-9
Bangalore,Arrival,Air India,AI 2632,,,,2025-08-19 13:05+05:30,2025-08-19 14:09+05:30,64
Bangalore,Arrival,IndiGo,6E 235,,,,2025-08-19 14:25+05:30,2025-08-19 14:10+05:30,-15
Bangalore,Arrival,Air India Express,IX 2723,,,,2025-08-19 14:15+05:30,2025-08-19 14:15+05:30,0
Bangalore,Arrival,IndiGo,6E 498,,,,2025-08-19 14:10+05:30,2025-08-19 14:16+05:30,6
Bangalore,Arrival,Oman Air,WY 283,,,,2025-08-19 14:20+05:30,2025-08-19 14:22+05:30,2
Bangalore,Arrival,Etihad,EY 236,,,,2025-08-19 14:15+05:30,2025-08-19 14:24+05:30,9
Bangalore,Arrival,IndiGo,6E 445,,,,2025-08-19 14:35+05:30,2025-08-19 14:25+05:30,-10
Bangalore,Arrival,IndiGo,6E 1754,,,,2025-08-19 14:50+05:30,2025-08-19 14:30+05:30,-20
Bangalore,Arrival,Alliance Air,9I 514,,,,2025-08-19 14:45+05:30,2025-08-19 14:34+05:30,-11
Bangalore,Arrival,Air India Express,IX 2714,,,,2025-08-19 15:00+05:30,2025-08-19 14:36+05:30,-24
Bangalore,Arrival,IndiGo,6E 6147,,,,2025-08-19 14:35+05:30,2025-08-19 14:37+05:30,2
Bangalore,Arrival,IndiGo,6E 7012,,,,2025-08-19 15:10+05:30,2025-08-19 14:53+05:30,-17
Bangalore,Arrival,Air India,AI 2417,,,,2025-08-19 14:55+05:30,2025-08-19 14:56+05:30,1
Bangalore,Arrival,Air India Express,IX 2908,,,,2025-08-19 15:35+05:30,2025-08-19 15:05+05:30,-30
Bangalore,Arrival,IndiGo,6E 6559,,,,2025-08-19 15:10+05:30,2025-08-19 15:09+05:30,-1
Bangalore,Arrival,IndiGo,6E 1168,,,,2025-08-19 15:25+05:30,2025-08-19 15:19+05:30,-6
Bangalore,Arrival,IndiGo,6E 6209,,,,2025-08-19 15:35+05:30,2025-08-19 15:20+05:30,-15
Bangalore,Arrival,IndiGo,6E 1606,,,,2025-08-19 15:10+05:30,2025-08-19 15:26+05:30,16
Bangalore,Arrival,Air India Express,IX 2806,,,,2025-08-19 15:55+05:30,2025-08-19 15:30+05:30,-25
Bangalore,Arrival,IndiGo,6E 633,,,,2025-08-19 15:45+05:30,2025-08-19 15:36+05:30,-9
Bangalore,Arrival,IndiGo,6E 5257,,,,2025-08-19 15:55+05:30,2025-08-19 15:39+05:30,-16
Bangalore,Arrival,IndiGo,6E 579,,,,2025-08-19 16:15+05:30,2025-08-19 15:43+05:30,-32
Bangalore,Arrival,IndiGo,6E 6405,,,,2025-08-19 15:50+05:30,2025-08-19 15:46+05:30,-4
Bangalore,Arrival,IndiGo,6E 7738,,,,2025-08-19 16:00+05:30,2025-08-19 15:52+05:30,-8
Bangalore,Arrival,Air India Express,IX 2703,,,,2025-08-19 15:50+05:30,2025-08-19 15:56+05:30,6
Bangalore,Arrival,IndiGo,6E 455,,,,2025-08-19 16:25+05:30,2025-08-19 15:56+05:30,-29
Bangalore,Arrival,IndiGo,6E 509,,,,2025-08-19 16:30+05:30,2025-08-19 16:02+05:30,-28
Bangalore,Arrival,IndiGo,6E 302,,,,2025-08-19 16:20+05:30,2025-08-19 16:05+05:30,-15
Bangalore,Arrival,Air India Express,IX 2696,,,,2025-08-19 16:25+05:30,2025-08-19 16:10+05:30,-15
Bangalore,Arrival,IndiGo,6E 5309,,,,2025-08-19 16:50+05:30,2025-08-19 16:12+05:30,-38
Bangalore,Arrival,IndiGo,6E 5212,,,,2025-08-19 14:40+05:30,2025-08-19 16:16+05:30,96
Bangalore,Arrival,Nepal,RA 225,,,,2025-08-19 16:30+05:30,2025-08-19 16:20+05:30,-10
Bangalore,Arrival,IndiGo,6E 306,,,,2025-08-19 16:30+05:30,2025-08-19 16:23+05:30,-7
Bangalore,Arrival,Air India Express,IX 2980,,,,2025-08-19 16:55+05:30,2025-08-19 16:29+05:30,-26
Bangalore,Arrival,IndiGo,6E 6548,,,,2025-08-19 16:50+05:30,2025-08-19 16:30+05:30,-20
Bangalore,Arrival,IndiGo,6E 7066,,,,2025-08-19 16:00+05:30,2025-08-19 16:31+05:30,31
Bangalore,Arrival,GOA,GOA 5501,,,,2025-08-19 16:31+05:30,2025-08-19 16:31+05:30,0
Bangalore,Arrival,IndiGo,6E 6536,,,,2025-08-19 16:45+05:30,2025-08-19 16:40+05:30,-5
Bangalore,Arrival,Fly91,IC 5501,,,,2025-08-19 14:30+05:30,2025-08-19 16:46+05:30,136
Bangalore,Arrival,IndiGo,6E 6588,,,,2025-08-19 17:15+05:30,2025-08-19 16:58+05:30,-17
Bangalore,Arrival,IndiGo,6E 1862,,,,2025-08-19 17:40+05:30,2025-08-19 17:06+05:30,-34
Bangalore,Arrival,Air India Express,IX 2513,,,,2025-08-19 17:00+05:30,2025-08-19 17:08+05:30,8
Bangalore,Arrival,AKJ,AKJ 188K,,,,2025-08-19 17:11+05:30,2025-08-19 17:11+05:30,0
Bangalore,Arrival,Air India,AI 2819,,,,2025-08-19 17:00+05:30,2025-08-19 17:13+05:30,13
Bangalore,Arrival,IndiGo,6E 5071,,,,2025-08-19 17:15+05:30,2025-08-19 17:15+05:30,0
Bangalore,Arrival,IndiGo,6E 7177,,,,2025-08-19 16:55+05:30,2025-08-19 17:15+05:30,20
Bangalore,Arrival,IndiGo,6E 6739,,,,2025-08-19 17:05+05:30,2025-08-19 17:16+05:30,11
Bangalore,Arrival,IndiGo,6E 176,,,,2025-08-19 17:10+05:30,2025-08-19 17:21+05:30,11
Bangalore,Arrival,Starlight Airline,QP 1882,,,,2025-08-19 17:35+05:30,2025-08-19 17:25+05:30,-10
Bangalore,Arrival,Air India,AI 2853,,,,2025-08-19 17:25+05:30,2025-08-19 17:33+05:30,8
Bangalore,Arrival,IndiGo,6E 7389,,,,2025-08-19 17:25+05:30,2025-08-19 17:36+05:30,11
Bangalore,Arrival,IndiGo,6E 5382,,,,2025-08-19 16:05+05:30,2025-08-19 17:41+05:30,96
Bangalore,Arrival,IndiGo,6E 847,,,,2025-08-19 17:50+05:30,2025-08-19 17:47+05:30,-3
Bangalore,Arrival,IndiGo,6E 7712,,,,2025-08-19 18:00+05:30,2025-08-19 17:49+05:30,-11
Bangalore,Arrival,Air India Express,IX 2612,,,,2025-08-19 18:05+05:30,2025-08-19 17:49+05:30,-16
Bangalore,Arrival,IndiGo,6E 958,,,,2025-08-19 17:50+05:30,2025-08-19 17:49+05:30,-1
Bangalore,Arrival,IndiGo,6E 942,,,,2025-08-19 17:40+05:30,2025-08-19 17:52+05:30,12
Bangalore,Arrival,Air India,AI 2823,,,,2025-08-19 17:05+05:30,2025-08-19 17:53+05:30,48
Bangalore,Arrival,IndiGo,6E 314,,,,2025-08-19 17:45+05:30,2025-08-19 18:00+05:30,15
Bangalore,Arrival,Air India Express,IX 2614,,,,2025-08-19 18:25+05:30,2025-08-19 18:01+05:30,-24
Bangalore,Arrival,IndiGo,6E 1128,,,,2025-08-19 18:25+05:30,2025-08-19 18:04+05:30,-21
Bangalore,Arrival,Starlight Airline,QP 1443,,,,2025-08-19 18:05+05:30,2025-08-19 18:09+05:30,4
Bangalore,Arrival,IndiGo,6E 738,,,,2025-08-19 18:10+05:30,2025-08-19 18:12+05:30,2
Bangalore,Arrival,IndiGo,6E 7143,,,,2025-08-19 18:35+05:30,2025-08-19 18:14+05:30,-21
Bangalore,Arrival,Air India,AI 2664,,,,2025-08-19 17:50+05:30,2025-08-19 18:15+05:30,25
Bangalore,Arrival,Air India Express,IX 2545,,,,2025-08-19 16:45+05:30,2025-08-19 18:20+05:30,95
Bangalore,Arrival,IndiGo,6E 7448,,,,2025-08-19 18:20+05:30,2025-08-19 18:21+05:30,1
Bangalore,Arrival,IndiGo,6E 137,,,,2025-08-19 18:40+05:30,2025-08-19 18:28+05:30,-12
Bangalore,Arrival,Air India Express,IX 2708,,,,2025-08-19 18:45+05:30,2025-08-19 18:29+05:30,-16
Bangalore,Arrival,Air India,AI 2640,,,,2025-08-19 18:40+05:30,2025-08-19 18:34+05:30,-6
Bangalore,Arrival,IndiGo,6E 7736,,,,2025-08-19 18:40+05:30,2025-08-19 18:35+05:30,-5
Bangalore,Arrival,Starlight Airline,QP 1365,,,,2025-08-19 18:50+05:30,2025-08-19 18:37+05:30,-13
Bangalore,Arrival,IndiGo,6E 6054,,,,2025-08-19 18:20+05:30,2025-08-19 18:42+05:30,22
Bangalore,Arrival,IndiGo,6E 6754,,,,2025-08-19 18:25+05:30,2025-08-19 18:43+05:30,18
Bangalore,Arrival,Air India Express,IX 2643,,,,2025-08-19 19:00+05:30,2025-08-19 18:43+05:30,-17
Bangalore,Arrival,IndiGo,6E 5217,,,,2025-08-19 13:20+05:30,2025-08-19 18:44+05:30,324
Bangalore,Arrival,Air India Express,IX 2759,,,,2025-08-19 19:10+05:30,2025-08-19 18:48+05:30,-22
Bangalore,Arrival,IndiGo,6E 365,,,,2025-08-19 18:55+05:30,2025-08-19 18:51+05:30,-4
Bangalore,Arrival,IndiGo,6E 5221,,,,2025-08-19 18:35+05:30,2025-08-19 18:56+05:30,21
Bangalore,Arrival,Shuttle America,S5 184,,,,2025-08-19 19:10+05:30,2025-08-19 18:57+05:30,-13
Bangalore,Arrival,Emirates,EK 566,,,,2025-08-19 19:20+05:30,2025-08-19 19:13+05:30,-7
Bangalore,Arrival,Air India,AI 2817,,,,2025-08-19 18:55+05:30,2025-08-19 19:14+05:30,19
Bangalore,Arrival,IndiGo,6E 7364,,,,2025-08-19 19:10+05:30,2025-08-19 19:20+05:30,10
Bangalore,Arrival,IndiGo,6E 2772,,,,2025-08-19 19:20+05:30,2025-08-19 19:21+05:30,1
Bangalore,Arrival,IndiGo,6E 527,,,,2025-08-19 19:35+05:30,2025-08-19 19:23+05:30,-12
Bangalore,Arrival,IndiGo,6E 525,,,,2025-08-19 19:45+05:30,2025-08-19 19:23+05:30,-22
Bangalore,Arrival,Air India,AI 522,,,,2025-08-19 19:30+05:30,2025-08-19 19:24+05:30,-6
Bangalore,Arrival,IndiGo,6E 435,,,,2025-08-19 19:35+05:30,2025-08-19 19:27+05:30,-8
Bangalore,Arrival,Starlight Airline,QP 1564,,,,2025-08-19 19:20+05:30,2025-08-19 19:31+05:30,11
Bangalore,Arrival,IndiGo,6E 6417,,,,2025-08-19 19:05+05:30,2025-08-19 19:34+05:30,29
Bangalore,Arrival,IndiGo,6E 863,,,,2025-08-19 19:00+05:30,2025-08-19 19:35+05:30,35
Bangalore,Arrival,IndiGo,6E 2141,,,,2025-08-19 19:45+05:30,2025-08-19 19:38+05:30,-7
Bangalore,Arrival,Air India,AI 2607,,,,2025-08-19 18:45+05:30,2025-08-19 19:39+05:30,54
Bangalore,Arrival,Alliance Air,9I 508,,,,2025-08-19 19:45+05:30,2025-08-19 19:39+05:30,-6
Bangalore,Arrival,IndiGo,6E 6303,,,,2025-08-19 19:35+05:30,2025-08-19 19:47+05:30,12
Bangalore,Arrival,IndiGo,6E 316,,,,2025-08-19 19:55+05:30,2025-08-19 19:49+05:30,-6
Bangalore,Arrival,Etihad,EY 238,,,,2025-08-19 19:45+05:30,2025-08-19 19:51+05:30,6
Bangalore,Arrival,IndiGo,6E 478,,,,2025-08-19 19:30+05:30,2025-08-19 19:52+05:30,22
Bangalore,Arrival,IndiGo,6E 757,,,,2025-08-19 19:40+05:30,2025-08-19 19:54+05:30,14
Bangalore,Arrival,Air India Express,IX 1325,,,,2025-08-19 19:00+05:30,2025-08-19 19:57+05:30,57
Bangalore,Arrival,Air India,AI 2849,,,,2025-08-19 19:30+05:30,2025-08-19 20:00+05:30,30
Bangalore,Arrival,Air India,AI 2849,,,,2025-08-19 19:30+05:30,2025-08-19 20:00+05:30,30
Bangalore,Arrival,Shuttle America,S5 106,,,,2025-08-19 19:45+05:30,2025-08-19 20:00+05:30,15
Bangalore,Arrival,Shuttle America,S5 106,,,,2025-08-19 19:45+05:30,2025-08-19 20:00+05:30,15
Bangalore,Arrival,IndiGo,6E 189,,,,2025-08-19 20:10+05:30,2025-08-19 20:10+05:30,0
Bangalore,Arrival,IndiGo,6E 7357,,,,2025-08-19 20:40+05:30,2025-08-19 20:17+05:30,-23
Bangalore,Arrival,IndiGo,6E 6783,,,,2025-08-19 20:10+05:30,2025-08-19 20:18+05:30,8
Bangalore,Arrival,IndiGo,6E 429,,,,2025-08-19 20:20+05:30,2025-08-19 20:18+05:30,-2
Bangalore,Arrival,Air India Express,IX 2458,,,,2025-08-19 20:00+05:30,2025-08-19 20:22+05:30,22
Bangalore,Arrival,IndiGo,6E 6163,,,,2025-08-19 20:40+05:30,2025-08-19 20:23+05:30,-17
Bangalore,Arrival,Air India Express,IX 2907,,,,2025-08-19 20:20+05:30,2025-08-19 20:24+05:30,4
Bangalore,Arrival,IndiGo,6E 6276,,,,2025-08-19 20:30+05:30,2025-08-19 20:29+05:30,-1
Bangalore,Arrival,IndiGo,6E 388,,,,2025-08-19 20:20+05:30,2025-08-19 20:32+05:30,12
Bangalore,Arrival,Starlight Airline,QP 1340,,,,2025-08-19 20:05+05:30,2025-08-19 20:35+05:30,30
Bangalore,Arrival,Air India Express,IX 2863,,,,2025-08-19 20:40+05:30,2025-08-19 20:35+05:30,-5
Bangalore,Arrival,IndiGo,6E 6055,,,,2025-08-19 20:30+05:30,2025-08-19 20:38+05:30,8
Bangalore,Arrival,Starlight Airline,QP 1324,,,,2025-08-19 20:15+05:30,2025-08-19 20:43+05:30,28
Bangalore,Arrival,Air India Express,IX 2012,,,,2025-08-19 20:50+05:30,2025-08-19 20:46+05:30,-4
Bangalore,Arrival,Starlight Airline,QP 1905,,,,2025-08-19 21:00+05:30,2025-08-19 20:51+05:30,-9
Bangalore,Arrival,Air India,AI 2813,,,,2025-08-19 21:05+05:30,2025-08-19 20:51+05:30,-14
Bangalore,Arrival,IndiGo,6E 2327,,,,2025-08-19 21:00+05:30,2025-08-19 20:54+05:30,-6
Bangalore,Arrival,Gulf Air,GF 280,,,,2025-08-19 21:35+05:30,2025-08-19 21:00+05:30,-35
Bangalore,Arrival,IndiGo,6E 6432,,,,2025-08-19 21:25+05:30,2025-08-19 21:02+05:30,-23
Bangalore,Arrival,IndiGo,6E 5034,,,,2025-08-19 21:10+05:30,2025-08-19 21:03+05:30,-7
Bangalore,Arrival,Starlight Airline,QP 1613,,,,2025-08-19 20:40+05:30,2025-08-19 21:07+05:30,27
Bangalore,Arrival,IndiGo,6E 6597,,,,2025-08-19 21:15+05:30,2025-08-19 21:10+05:30,-5
Bangalore,Arrival,IndiGo,6E 6744,,,,2025-08-19 20:55+05:30,2025-08-19 21:13+05:30,18
Bangalore,Arrival,Air India Express,IX 2747,,,,2025-08-19 21:15+05:30,2025-08-19 21:14+05:30,-1
Bangalore,Arrival,Air India Express,IX 1098,,,,2025-08-19 21:05+05:30,2025-08-19 21:17+05:30,12
Bangalore,Arrival,IndiGo,6E 7239,,,,2025-08-19 21:25+05:30,2025-08-19 21:20+05:30,-5
Bangalore,Arrival,Air India,AI 2641,,,,2025-08-19 20:35+05:30,2025-08-19 21:23+05:30,48
Bangalore,Arrival,IndiGo,6E 7378,,,,2025-08-19 21:45+05:30,2025-08-19 21:29+05:30,-16
Bangalore,Arrival,IndiGo,6E 6136,,,,2025-08-19 21:35+05:30,2025-08-19 21:30+05:30,-5
Bangalore,Arrival,IndiGo,6E 7715,,,,2025-08-19 21:35+05:30,2025-08-19 21:37+05:30,2
Bangalore,Arrival,Air India Express,IX 1676,,,,2025-08-19 21:35+05:30,2025-08-19 21:38+05:30,3
Bangalore,Arrival,IndiGo,6E 6251,,,,2025-08-19 21:40+05:30,2025-08-19 21:39+05:30,-1
Bangalore,Arrival,Air India Express,IX 2959,,,,2025-08-19 21:40+05:30,2025-08-19 21:42+05:30,2
Bangalore,Arrival,IndiGo,6E 481,,,,2025-08-19 21:55+05:30,2025-08-19 21:43+05:30,-12
Bangalore,Arrival,IndiGo,6E 556,,,,2025-08-19 21:20+05:30,2025-08-19 21:45+05:30,25
Bangalore,Arrival,Air India Express,IX 2941,,,,2025-08-19 21:40+05:30,2025-08-19 21:47+05:30,7
Bangalore,Arrival,Air India Express,IX 2724,,,,2025-08-19 22:00+05:30,2025-08-19 21:48+05:30,-12
Bangalore,Arrival,IndiGo,6E 2487,,,,2025-08-19 21:50+05:30,2025-08-19 21:51+05:30,1
Bangalore,Arrival,Air India Express,IX 2974,,,,2025-08-19 21:55+05:30,2025-08-19 21:54+05:30,-1
Bangalore,Arrival,IndiGo,6E 979,,,,2025-08-19 21:55+05:30,2025-08-19 21:59+05:30,4
Bangalore,Arrival,Singapore,SQ 510,,,,2025-08-19 21:50+05:30,2025-08-19 22:02+05:30,12
Bangalore,Arrival,Air India,AI 2865,,,,2025-08-19 22:05+05:30,2025-08-19 22:03+05:30,-2
Bangalore,Arrival,IndiGo,6E 6354,,,,2025-08-19 22:20+05:30,2025-08-19 22:04+05:30,-16
Bangalore,Arrival,SpiceJet,SG 151,,,,2025-08-19 22:00+05:30,2025-08-19 22:05+05:30,5
Bangalore,Arrival,Vietnam Airlines,VN 983,,,,2025-08-19 22:09+05:30,2025-08-19 22:09+05:30,0
Bangalore,Arrival,IndiGo,6E 5047,,,,2025-08-19 20:00+05:30,2025-08-19 22:10+05:30,130
Bangalore,Arrival,Air India Express,IX 2456,,,,2025-08-19 22:20+05:30,2025-08-19 22:10+05:30,-10
Bangalore,Arrival,Air India Express,IX 2706,,,,2025-08-19 22:05+05:30,2025-08-19 22:12+05:30,7
Bangalore,Arrival,Malindo Air,OD 241,,,,2025-08-19 22:20+05:30,2025-08-19 22:17+05:30,-3
Bangalore,Arrival,Air India Express,IX 2947,,,,2025-08-19 22:20+05:30,2025-08-19 22:17+05:30,-3
Bangalore,Arrival,IndiGo,6E 7166,,,,2025-08-19 22:10+05:30,2025-08-19 22:17+05:30,7
Bangalore,Arrival,Air India,AI 2512,,,,2025-08-19 22:15+05:30,2025-08-19 22:23+05:30,8
Bangalore,Arrival,Starlight Airline,QP 1424,,,,2025-08-19 22:30+05:30,2025-08-19 22:25+05:30,-5
Bangalore,Arrival,IndiGo,6E 107,,,,2025-08-19 22:35+05:30,2025-08-19 22:30+05:30,-5
Bangalore,Arrival,IndiGo,6E 6452,,,,2025-08-19 22:40+05:30,2025-08-19 22:39+05:30,-1
Bangalore,Arrival,Air India Express,IX 2869,,,,2025-08-19 23:10+05:30,2025-08-19 22:41+05:30,-29
Bangalore,Arrival,Starlight Airline,QP 1332,,,,2025-08-19 22:50+05:30,2025-08-19 22:42+05:30,-8
Bangalore,Arrival,IndiGo,6E 7133,,,,2025-08-19 22:35+05:30,2025-08-19 22:42+05:30,7
Bangalore,Arrival,IndiGo,6E 7232,,,,2025-08-19 22:40+05:30,2025-08-19 22:44+05:30,4
Bangalore,Arrival,Starlight Airline,QP 1551,,,,2025-08-19 22:45+05:30,2025-08-19 22:48+05:30,3
Bangalore,Arrival,IndiGo,6E 9079,,,,2025-08-19 22:30+05:30,2025-08-19 22:48+05:30,18
Bangalore,Arrival,Air India Express,IX 2976,,,,2025-08-19 22:45+05:30,2025-08-19 22:49+05:30,4
Bangalore,Arrival,Air India Express,IX 2783,,,,2025-08-19 23:05+05:30,2025-08-19 22:51+05:30,-14
Bangalore,Arrival,IndiGo,6E 6314,,,,2025-08-19 23:15+05:30,2025-08-19 22:56+05:30,-19
Bangalore,Arrival,Thai AirAsia,FD 137,,,,2025-08-19 22:40+05:30,2025-08-19 22:57+05:30,17
Bangalore,Arrival,Starlight Airline,QP 1392,,,,2025-08-19 23:00+05:30,2025-08-19 23:01+05:30,1
Bangalore,Arrival,IndiGo,6E 6557,,,,2025-08-19 22:15+05:30,2025-08-19 23:04+05:30,49
Bangalore,Arrival,IndiGo,6E 285,,,,2025-08-19 22:50+05:30,2025-08-19 23:07+05:30,17
Bangalore,Arrival,KLM,KL 879,,,,2025-08-19 23:15+05:30,2025-08-19 23:09+05:30,-6
Bangalore,Arrival,IndiGo,6E 5032,,,,2025-08-19 21:30+05:30,2025-08-19 23:13+05:30,103
