Airport Name,Flight Type,Carrier,Flight Number,Scheduled Departure (Local),Revised Departure (Local),Departure Delay (min),Scheduled Arrival (Local),Revised Arrival (Local),Arrival Delay (min)
Delhi,Departure,SpiceJet,SG 721,2025-08-19 13:50+05:30,2025-08-19 13:50+05:30,0,,,
Delhi,Departure,Air India,AI 925,2025-08-19 13:55+05:30,2025-08-19 13:55+05:30,0,,,
Delhi,Departure,Air India,AI 153,2025-08-19 13:55+05:30,2025-08-19 13:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 2206,2025-08-19 12:25+05:30,2025-08-19 13:58+05:30,93,,,
Delhi,Departure,IndiGo,6E 2117,2025-08-19 14:00+05:30,2025-08-19 14:00+05:30,0,,,
Delhi,Departure,Air India,AI 851,2025-08-19 14:00+05:30,2025-08-19 14:00+05:30,0,,,
Delhi,Departure,Air India,AI 2982,2025-08-19 13:05+05:30,2025-08-19 14:05+05:30,60,,,
Delhi,Departure,IndiGo,6E 2131,2025-08-19 13:30+05:30,2025-08-19 14:06+05:30,36,,,
Delhi,Departure,Air India,AI 2819,2025-08-19 14:10+05:30,2025-08-19 14:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 2425,2025-08-19 14:15+05:30,2025-08-19 14:15+05:30,0,,,
Delhi,Departure,Ariana Afghan,FG 312,2025-08-19 14:20+05:30,2025-08-19 14:20+05:30,0,,,
Delhi,Departure,Air India,AI 461,2025-08-19 14:20+05:30,2025-08-19 14:20+05:30,0,,,
Delhi,Departure,Starlight Airline,QP 1406,2025-08-19 14:20+05:30,2025-08-19 14:20+05:30,0,,,
Delhi,Departure,SpiceJet,SG 913,2025-08-19 14:20+05:30,2025-08-19 14:20+05:30,0,,,
Delhi,Departure,Air India,AI 2029,2025-08-19 13:55+05:30,2025-08-19 14:27+05:30,32,,,
Delhi,Departure,Air India,AI 2592,2025-08-19 14:30+05:30,2025-08-19 14:30+05:30,0,,,
Delhi,Departure,Air India,AI 2219,2025-08-19 14:30+05:30,2025-08-19 14:30+05:30,0,,,
Delhi,Departure,Air India,AI 137,2025-08-19 13:50+05:30,2025-08-19 14:31+05:30,41,,,
Delhi,Departure,SpiceJet,SG 2937,2025-08-19 12:45+05:30,2025-08-19 14:34+05:30,109,,,
Delhi,Departure,IndiGo,6E 2771,2025-08-19 14:00+05:30,2025-08-19 14:40+05:30,40,,,
Delhi,Departure,IndiGo,6E 2521,2025-08-19 14:40+05:30,2025-08-19 14:40+05:30,0,,,
Delhi,Departure,Air India,AI 2438,2025-08-19 13:50+05:30,2025-08-19 14:44+05:30,54,,,
Delhi,Departure,IndiGo,6E 2361,2025-08-19 14:45+05:30,2025-08-19 14:45+05:30,0,,,
Delhi,Departure,IndiGo,6E 176,2025-08-19 14:15+05:30,2025-08-19 14:46+05:30,31,,,
Delhi,Departure,IndiGo,6E 2248,2025-08-19 14:50+05:30,2025-08-19 14:50+05:30,0,,,
Delhi,Departure,IndiGo,6E 2448,2025-08-19 14:50+05:30,2025-08-19 14:50+05:30,0,,,
Delhi,Departure,IndiGo,6E 2701,2025-08-19 13:40+05:30,2025-08-19 14:51+05:30,71,,,
Delhi,Departure,IndiGo,6E 6676,2025-08-19 13:00+05:30,2025-08-19 14:52+05:30,112,,,
Delhi,Departure,Air India,AI 2441,2025-08-19 14:20+05:30,2025-08-19 14:54+05:30,34,,,
Delhi,Departure,IndiGo,6E 360,2025-08-19 14:20+05:30,2025-08-19 14:55+05:30,35,,,
Delhi,Departure,IndiGo,6E 6601,2025-08-19 14:00+05:30,2025-08-19 14:59+05:30,59,,,
Delhi,Departure,ZZ,ZZ 1400,2025-08-19 14:00+05:30,2025-08-19 14:59+05:30,59,,,
Delhi,Departure,Starlight Airline,QP 1608,2025-08-19 15:00+05:30,2025-08-19 15:00+05:30,0,,,
Delhi,Departure,Air India,AI 2866,2025-08-19 15:00+05:30,2025-08-19 15:00+05:30,0,,,
Delhi,Departure,Air India,AI 2304,2025-08-19 14:30+05:30,2025-08-19 15:04+05:30,34,,,
Delhi,Departure,Air India,AI 815,2025-08-19 15:05+05:30,2025-08-19 15:05+05:30,0,,,
Delhi,Departure,IndiGo,6E 6022,2025-08-19 14:15+05:30,2025-08-19 15:06+05:30,51,,,
Delhi,Departure,IndiGo,6E 2135,2025-08-19 15:10+05:30,2025-08-19 15:10+05:30,0,,,
Delhi,Departure,Air India,AI 547,2025-08-19 15:10+05:30,2025-08-19 15:10+05:30,0,,,
Delhi,Departure,Air India,AI 165,2025-08-19 15:10+05:30,2025-08-19 15:10+05:30,0,,,
Delhi,Departure,Air India,AI 2951,2025-08-19 13:15+05:30,2025-08-19 15:11+05:30,116,,,
Delhi,Departure,IndiGo,6E 7156,2025-08-19 13:20+05:30,2025-08-19 15:15+05:30,115,,,
Delhi,Departure,Air India,AI 2454,2025-08-19 15:20+05:30,2025-08-19 15:20+05:30,0,,,
Delhi,Departure,IndiGo,6E 6212,2025-08-19 15:20+05:30,2025-08-19 15:20+05:30,0,,,
Delhi,Departure,IndiGo,6E 2557,2025-08-19 15:20+05:30,2025-08-19 15:20+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1600,2025-08-19 16:00+05:30,2025-08-19 15:24+05:30,-36,,,
Delhi,Departure,Air India,AI 2465,2025-08-19 14:45+05:30,2025-08-19 15:25+05:30,40,,,
Delhi,Departure,Air India Express,IX 1199,2025-08-19 15:35+05:30,2025-08-19 15:35+05:30,0,,,
Delhi,Departure,Air India,AI 2569,2025-08-19 15:00+05:30,2025-08-19 15:38+05:30,38,,,
Delhi,Departure,IndiGo,6E 2196,2025-08-19 15:40+05:30,2025-08-19 15:40+05:30,0,,,
Delhi,Departure,Air India,AI 2664,2025-08-19 15:10+05:30,2025-08-19 15:45+05:30,35,,,
Delhi,Departure,ZZ,ZZ 1430,2025-08-19 14:30+05:30,2025-08-19 15:47+05:30,77,,,
Delhi,Departure,Air India,AI 2501,2025-08-19 15:10+05:30,2025-08-19 15:48+05:30,38,,,
Delhi,Departure,Air India Express,IX 1014,2025-08-19 15:50+05:30,2025-08-19 15:50+05:30,0,,,
Delhi,Departure,Air India,AI 433,2025-08-19 14:15+05:30,2025-08-19 15:50+05:30,95,,,
Delhi,Departure,Etihad,EY 215,2025-08-19 15:55+05:30,2025-08-19 15:55+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1500,2025-08-19 15:00+05:30,2025-08-19 15:55+05:30,55,,,
Delhi,Departure,Air India Express,IX 1128,2025-08-19 15:55+05:30,2025-08-19 15:55+05:30,0,,,
Delhi,Departure,SpiceJet,SG 914,2025-08-19 15:10+05:30,2025-08-19 15:58+05:30,48,,,
Delhi,Departure,IndiGo,6E 6091,2025-08-19 16:00+05:30,2025-08-19 16:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 6091,2025-08-19 16:00+05:30,2025-08-19 16:00+05:30,0,,,
Delhi,Departure,Air India,AI 465,2025-08-19 16:00+05:30,2025-08-19 16:00+05:30,0,,,
Delhi,Departure,Air India,AI 465,2025-08-19 16:00+05:30,2025-08-19 16:00+05:30,0,,,
Delhi,Departure,Oman Air,WY 246,2025-08-19 16:00+05:30,2025-08-19 16:00+05:30,0,,,
Delhi,Departure,Oman Air,WY 246,2025-08-19 16:00+05:30,2025-08-19 16:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 6054,2025-08-19 15:30+05:30,2025-08-19 16:02+05:30,32,,,
Delhi,Departure,Alliance Air,9I 637,2025-08-19 14:50+05:30,2025-08-19 16:05+05:30,75,,,
Delhi,Departure,SpiceJet,SG 385,2025-08-19 16:10+05:30,2025-08-19 16:10+05:30,0,,,
Delhi,Departure,Air India,AI 2737,2025-08-19 15:45+05:30,2025-08-19 16:18+05:30,33,,,
Delhi,Departure,Emirates,EK 517,2025-08-19 16:20+05:30,2025-08-19 16:20+05:30,0,,,
Delhi,Departure,IndiGo,6E 5025,2025-08-19 16:20+05:30,2025-08-19 16:20+05:30,0,,,
Delhi,Departure,Air India,AI 503,2025-08-19 16:20+05:30,2025-08-19 16:20+05:30,0,,,
Delhi,Departure,Air India Express,IX 1204,2025-08-19 16:25+05:30,2025-08-19 16:25+05:30,0,,,
Delhi,Departure,Air India,AI 2420,2025-08-19 14:55+05:30,2025-08-19 16:26+05:30,91,,,
Delhi,Departure,I A W,IA 446,2025-08-19 16:30+05:30,2025-08-19 16:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 6415,2025-08-19 16:30+05:30,2025-08-19 16:30+05:30,0,,,
Delhi,Departure,Alliance Air,9I 809,2025-08-19 16:30+05:30,2025-08-19 16:30+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1630,2025-08-19 16:30+05:30,2025-08-19 16:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 6983,2025-08-19 15:35+05:30,2025-08-19 16:32+05:30,57,,,
Delhi,Departure,Air India,AI 2015,2025-08-19 14:25+05:30,2025-08-19 16:33+05:30,128,,,
Delhi,Departure,IndiGo,6E 2738,2025-08-19 16:35+05:30,2025-08-19 16:35+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1410,2025-08-19 14:10+05:30,2025-08-19 16:35+05:30,145,,,
Delhi,Departure,Air India,AI 2817,2025-08-19 16:00+05:30,2025-08-19 16:37+05:30,37,,,
Delhi,Departure,Air India,AI 991,2025-08-19 16:40+05:30,2025-08-19 16:40+05:30,0,,,
Delhi,Departure,Starlight Airline,QP 1128,2025-08-19 16:00+05:30,2025-08-19 16:40+05:30,40,,,
Delhi,Departure,Air India,AI 2971,2025-08-19 16:00+05:30,2025-08-19 16:44+05:30,44,,,
Delhi,Departure,Air India,AI 2521,2025-08-19 16:45+05:30,2025-08-19 16:45+05:30,0,,,
Delhi,Departure,Air India Express,IX 1157,2025-08-19 16:45+05:30,2025-08-19 16:45+05:30,0,,,
Delhi,Departure,SpiceJet,SG 977,2025-08-19 16:45+05:30,2025-08-19 16:45+05:30,0,,,
Delhi,Departure,IndiGo,6E 2141,2025-08-19 16:45+05:30,2025-08-19 16:45+05:30,0,,,
Delhi,Departure,Air India,AI 915,2025-08-19 16:50+05:30,2025-08-19 16:50+05:30,0,,,
Delhi,Departure,Air India,AI 889,2025-08-19 15:55+05:30,2025-08-19 16:52+05:30,57,,,
Delhi,Departure,Air India,AI 2485,2025-08-19 16:15+05:30,2025-08-19 16:55+05:30,40,,,
Delhi,Departure,IndiGo,6E 2142,2025-08-19 16:55+05:30,2025-08-19 16:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 1345,2025-08-19 17:00+05:30,2025-08-19 17:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 6217,2025-08-19 17:00+05:30,2025-08-19 17:00+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1700,2025-08-19 17:00+05:30,2025-08-19 17:00+05:30,0,,,
Delhi,Departure,Air India,AI 2601,2025-08-19 17:05+05:30,2025-08-19 17:05+05:30,0,,,
Delhi,Departure,IndiGo,6E 2319,2025-08-19 17:10+05:30,2025-08-19 17:10+05:30,0,,,
Delhi,Departure,Starlight Airline,QP 1340,2025-08-19 17:10+05:30,2025-08-19 17:10+05:30,0,,,
Delhi,Departure,Air India,AI 237,2025-08-19 17:20+05:30,2025-08-19 17:20+05:30,0,,,
Delhi,Departure,IndiGo,6E 6316,2025-08-19 17:20+05:30,2025-08-19 17:20+05:30,0,,,
Delhi,Departure,Nepal,RA 218,2025-08-19 16:20+05:30,2025-08-19 17:23+05:30,63,,,
Delhi,Departure,IndiGo,6E 2149,2025-08-19 17:25+05:30,2025-08-19 17:25+05:30,0,,,
Delhi,Departure,Air India,AI 2403,2025-08-19 17:30+05:30,2025-08-19 17:30+05:30,0,,,
Delhi,Departure,Alliance Air,9I 627,2025-08-19 17:30+05:30,2025-08-19 17:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 2287,2025-08-19 17:30+05:30,2025-08-19 17:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 2214,2025-08-19 16:30+05:30,2025-08-19 17:39+05:30,69,,,
Delhi,Departure,IndiGo,6E 2258,2025-08-19 17:40+05:30,2025-08-19 17:40+05:30,0,,,
Delhi,Departure,Air India Express,IX 1169,2025-08-19 17:40+05:30,2025-08-19 17:40+05:30,0,,,
Delhi,Departure,Air India,AI 2519,2025-08-19 16:15+05:30,2025-08-19 17:42+05:30,87,,,
Delhi,Departure,Air India,AI 2489,2025-08-19 17:45+05:30,2025-08-19 17:45+05:30,0,,,
Delhi,Departure,Air India,AI 2797,2025-08-19 17:45+05:30,2025-08-19 17:45+05:30,0,,,
Delhi,Departure,IndiGo,6E 6829,2025-08-19 17:45+05:30,2025-08-19 17:45+05:30,0,,,
Delhi,Departure,Air India Express,IX 1163,2025-08-19 17:00+05:30,2025-08-19 17:46+05:30,46,,,
Delhi,Departure,Air India Express,IX 1183,2025-08-19 17:50+05:30,2025-08-19 17:50+05:30,0,,,
Delhi,Departure,IndiGo,6E 2150,2025-08-19 17:55+05:30,2025-08-19 17:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 2023,2025-08-19 16:55+05:30,2025-08-19 17:58+05:30,63,,,
Delhi,Departure,IndiGo,6E 2327,2025-08-19 18:00+05:30,2025-08-19 18:00+05:30,0,,,
Delhi,Departure,ANA,NH 838,2025-08-19 18:00+05:30,2025-08-19 18:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 2057,2025-08-19 18:00+05:30,2025-08-19 18:00+05:30,0,,,
Delhi,Departure,Air India,AI 2813,2025-08-19 18:00+05:30,2025-08-19 18:00+05:30,0,,,
Delhi,Departure,ZZ,ZZ 1800,2025-08-19 18:00+05:30,2025-08-19 18:00+05:30,0,,,
Delhi,Departure,Air India,AI 809,2025-08-19 18:05+05:30,2025-08-19 18:05+05:30,0,,,
Delhi,Departure,Air India,AI 211,2025-08-19 18:10+05:30,2025-08-19 18:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 5023,2025-08-19 18:10+05:30,2025-08-19 18:10+05:30,0,,,
Delhi,Departure,Air India Express,IX 2763,2025-08-19 18:10+05:30,2025-08-19 18:10+05:30,0,,,
Delhi,Departure,Air India,AI 855,2025-08-19 18:10+05:30,2025-08-19 18:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 2623,2025-08-19 18:15+05:30,2025-08-19 18:15+05:30,0,,,
Delhi,Departure,Starlight Airline,QP 1334,2025-08-19 18:20+05:30,2025-08-19 18:20+05:30,0,,,
Delhi,Departure,IndiGo,6E 2204,2025-08-19 17:05+05:30,2025-08-19 18:22+05:30,77,,,
Delhi,Departure,IndiGo,6E 5325,2025-08-19 18:25+05:30,2025-08-19 18:25+05:30,0,,,
Delhi,Departure,Air India,AI 2713,2025-08-19 18:25+05:30,2025-08-19 18:25+05:30,0,,,
Delhi,Departure,IndiGo,6E 5014,2025-08-19 18:25+05:30,2025-08-19 18:25+05:30,0,,,
Delhi,Departure,Air India,AI 2487,2025-08-19 18:25+05:30,2025-08-19 18:25+05:30,0,,,
Delhi,Departure,IndiGo,6E 2108,2025-08-19 18:25+05:30,2025-08-19 18:25+05:30,0,,,
Delhi,Departure,Air India,AI 819,2025-08-19 18:25+05:30,2025-08-19 18:25+05:30,0,,,
Delhi,Departure,Air India,AI 2537,2025-08-19 17:20+05:30,2025-08-19 18:25+05:30,65,,,
Delhi,Departure,SpiceJet,SG 2451,2025-08-19 14:00+05:30,2025-08-19 18:28+05:30,268,,,
Delhi,Departure,IndiGo,6E 5286,2025-08-19 18:30+05:30,2025-08-19 18:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 2372,2025-08-19 18:30+05:30,2025-08-19 18:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 864,2025-08-19 17:00+05:30,2025-08-19 18:34+05:30,94,,,
Delhi,Departure,Alliance Air,9I 831,2025-08-19 18:35+05:30,2025-08-19 18:35+05:30,0,,,
Delhi,Departure,IndiGo,6E 2346,2025-08-19 18:35+05:30,2025-08-19 18:35+05:30,0,,,
Delhi,Departure,IndiGo,6E 5087,2025-08-19 18:05+05:30,2025-08-19 18:37+05:30,32,,,
Delhi,Departure,IndiGo,6E 1463,2025-08-19 18:40+05:30,2025-08-19 18:40+05:30,0,,,
Delhi,Departure,IndiGo,6E 2695,2025-08-19 17:55+05:30,2025-08-19 18:44+05:30,49,,,
Delhi,Departure,SriLankan,UL 196,2025-08-19 18:45+05:30,2025-08-19 18:45+05:30,0,,,
Delhi,Departure,Korean Air,KE 498,2025-08-19 18:50+05:30,2025-08-19 18:50+05:30,0,,,
Delhi,Departure,Air India,AI 811,2025-08-19 18:55+05:30,2025-08-19 18:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 2487,2025-08-19 18:55+05:30,2025-08-19 18:55+05:30,0,,,
Delhi,Departure,IndiGo,6E 2791,2025-08-19 19:00+05:30,2025-08-19 19:00+05:30,0,,,
Delhi,Departure,Saudi Arabian,SV 761,2025-08-19 18:30+05:30,2025-08-19 19:01+05:30,31,,,
Delhi,Departure,Air India,AI 2711,2025-08-19 17:55+05:30,2025-08-19 19:04+05:30,69,,,
Delhi,Departure,SpiceJet,SG 151,2025-08-19 19:05+05:30,2025-08-19 19:05+05:30,0,,,
Delhi,Departure,Japan Airlines,JL 30,2025-08-19 19:05+05:30,2025-08-19 19:05+05:30,0,,,
Delhi,Departure,IndiGo,6E 2042,2025-08-19 19:10+05:30,2025-08-19 19:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 2482,2025-08-19 19:10+05:30,2025-08-19 19:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 6511,2025-08-19 19:10+05:30,2025-08-19 19:10+05:30,0,,,
Delhi,Departure,Air Arabia,G9 466,2025-08-19 18:35+05:30,2025-08-19 19:12+05:30,37,,,
Delhi,Departure,IndiGo,6E 6318,2025-08-19 15:30+05:30,2025-08-19 19:15+05:30,225,,,
Delhi,Departure,Air India,AI 2955,2025-08-19 17:55+05:30,2025-08-19 19:17+05:30,82,,,
Delhi,Departure,IndiGo,6E 6706,2025-08-19 18:00+05:30,2025-08-19 19:20+05:30,80,,,
Delhi,Departure,Air India Express,IX 1187,2025-08-19 19:25+05:30,2025-08-19 19:25+05:30,0,,,
Delhi,Departure,Air India Express,IX 1104,2025-08-19 19:45+05:30,2025-08-19 19:25+05:30,-20,,,
Delhi,Departure,Air India,AI 2512,2025-08-19 19:25+05:30,2025-08-19 19:25+05:30,0,,,
Delhi,Departure,IndiGo,6E 9079,2025-08-19 19:30+05:30,2025-08-19 19:30+05:30,0,,,
Delhi,Departure,Air India Express,IX 1454,2025-08-19 16:45+05:30,2025-08-19 19:30+05:30,165,,,
Delhi,Departure,IndiGo,6E 6271,2025-08-19 19:30+05:30,2025-08-19 19:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 5017,2025-08-19 19:30+05:30,2025-08-19 19:30+05:30,0,,,
Delhi,Departure,IndiGo,6E 6582,2025-08-19 18:40+05:30,2025-08-19 19:31+05:30,51,,,
Delhi,Departure,ZZ,ZZ 1200,2025-08-19 12:00+05:30,2025-08-19 19:39+05:30,459,,,
Delhi,Departure,IndiGo,6E 2151,2025-08-19 18:50+05:30,2025-08-19 19:39+05:30,49,,,
Delhi,Departure,IndiGo,6E 5169,2025-08-19 19:40+05:30,2025-08-19 19:40+05:30,0,,,
Delhi,Departure,SpiceJet,SG 5,2025-08-19 18:45+05:30,2025-08-19 19:45+05:30,60,,,
Delhi,Departure,Air India Express,IX 973,2025-08-19 19:45+05:30,2025-08-19 19:45+05:30,0,,,
Delhi,Departure,IndiGo,6E 2235,2025-08-19 18:55+05:30,2025-08-19 19:46+05:30,51,,,
Delhi,Departure,Starlight Airline,QP 1392,2025-08-19 19:50+05:30,2025-08-19 19:50+05:30,0,,,
Delhi,Departure,Air India Express,IX 145,2025-08-19 19:55+05:30,2025-08-19 19:55+05:30,0,,,
Delhi,Departure,Air India,AI 531,2025-08-19 20:00+05:30,2025-08-19 20:00+05:30,0,,,
Delhi,Departure,Air India,AI 531,2025-08-19 20:00+05:30,2025-08-19 20:00+05:30,0,,,
Delhi,Departure,ZZ,ZZ 830,2025-08-19 08:30+05:30,2025-08-19 20:00+05:30,690,,,
Delhi,Departure,ZZ,ZZ 830,2025-08-19 08:30+05:30,2025-08-19 20:00+05:30,690,,,
Delhi,Departure,Air India,AI 358,2025-08-19 20:00+05:30,2025-08-19 20:00+05:30,0,,,
Delhi,Departure,Air India,AI 358,2025-08-19 20:00+05:30,2025-08-19 20:00+05:30,0,,,
Delhi,Departure,ZZ,ZZ 2000,2025-08-19 20:00+05:30,2025-08-19 20:00+05:30,0,,,
Delhi,Departure,ZZ,ZZ 2000,2025-08-19 20:00+05:30,2025-08-19 20:00+05:30,0,,,
Delhi,Departure,Air India,AI 2978,2025-08-19 19:15+05:30,2025-08-19 20:01+05:30,46,,,
Delhi,Departure,Air India,AI 2463,2025-08-19 19:35+05:30,2025-08-19 20:07+05:30,32,,,
Delhi,Departure,IndiGo,6E 2273,2025-08-19 20:10+05:30,2025-08-19 20:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 2156,2025-08-19 20:10+05:30,2025-08-19 20:10+05:30,0,,,
Delhi,Departure,Air India,AI 2283,2025-08-19 19:20+05:30,2025-08-19 20:10+05:30,50,,,
Delhi,Departure,Air India,AI 2985,2025-08-19 19:30+05:30,2025-08-19 20:17+05:30,47,,,
Delhi,Departure,Air India,AI 895,2025-08-19 20:20+05:30,2025-08-19 20:20+05:30,0,,,
Delhi,Departure,IndiGo,6E 5041,2025-08-19 19:30+05:30,2025-08-19 20:24+05:30,54,,,
Delhi,Departure,IndiGo,6E 1807,2025-08-19 19:40+05:30,2025-08-19 20:24+05:30,44,,,
Delhi,Departure,Air India,AI 2837,2025-08-19 17:55+05:30,2025-08-19 20:25+05:30,150,,,
Delhi,Departure,Air India,AI 505,2025-08-19 19:15+05:30,2025-08-19 20:27+05:30,72,,,
Delhi,Departure,Air India,AI 2807,2025-08-19 20:30+05:30,2025-08-19 20:30+05:30,0,,,
Delhi,Departure,Air India,AI 2977,2025-08-19 19:00+05:30,2025-08-19 20:34+05:30,94,,,
Delhi,Departure,IndiGo,6E 2045,2025-08-19 20:00+05:30,2025-08-19 20:35+05:30,35,,,
Delhi,Departure,IndiGo,6E 2096,2025-08-19 19:40+05:30,2025-08-19 20:40+05:30,60,,,
Delhi,Departure,Starlight Airline,QP 1344,2025-08-19 20:40+05:30,2025-08-19 20:40+05:30,0,,,
Delhi,Departure,IndiGo,6E 5219,2025-08-19 20:40+05:30,2025-08-19 20:40+05:30,0,,,
Delhi,Departure,IndiGo,6E 5138,2025-08-19 19:20+05:30,2025-08-19 20:41+05:30,81,,,
Delhi,Departure,IndiGo,6E 354,2025-08-19 19:00+05:30,2025-08-19 20:43+05:30,103,,,
Delhi,Departure,Air India,AI 2871,2025-08-19 20:45+05:30,2025-08-19 20:45+05:30,0,,,
Delhi,Departure,IndiGo,6E 382,2025-08-19 20:15+05:30,2025-08-19 20:47+05:30,32,,,
Delhi,Departure,Air India,AI 2835,2025-08-19 19:35+05:30,2025-08-19 20:48+05:30,73,,,
Delhi,Departure,IndiGo,6E 2163,2025-08-19 20:00+05:30,2025-08-19 20:49+05:30,49,,,
Delhi,Departure,Air India,AI 2637,2025-08-19 20:10+05:30,2025-08-19 20:50+05:30,40,,,
Delhi,Departure,Air India Express,IX 1202,2025-08-19 20:50+05:30,2025-08-19 20:50+05:30,0,,,
Delhi,Departure,IndiGo,6E 2261,2025-08-19 20:50+05:30,2025-08-19 20:50+05:30,0,,,
Delhi,Departure,Air India,AI 2809,2025-08-19 20:00+05:30,2025-08-19 20:57+05:30,57,,,
Delhi,Departure,Air India,AI 873,2025-08-19 17:40+05:30,2025-08-19 20:58+05:30,198,,,
Delhi,Departure,ZZ,ZZ 2100,2025-08-19 21:00+05:30,2025-08-19 21:00+05:30,0,,,
Delhi,Departure,IndiGo,6E 2153,2025-08-19 21:00+05:30,2025-08-19 21:00+05:30,0,,,
Delhi,Departure,Air India,AI 995,2025-08-19 20:30+05:30,2025-08-19 21:01+05:30,31,,,
Delhi,Departure,Air India Express,IX 163,2025-08-19 19:45+05:30,2025-08-19 21:04+05:30,79,,,
Delhi,Departure,Air India,AI 540,2025-08-19 21:10+05:30,2025-08-19 21:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 63,2025-08-19 21:10+05:30,2025-08-19 21:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 6048,2025-08-19 21:10+05:30,2025-08-19 21:10+05:30,0,,,
Delhi,Departure,IndiGo,6E 6479,2025-08-19 20:20+05:30,2025-08-19 21:10+05:30,50,,,
Delhi,Departure,Starlight Airline,QP 1409,2025-08-19 19:40+05:30,2025-08-19 21:14+05:30,94,,,
Delhi,Departure,IndiGo,6E 389,2025-08-19 21:15+05:30,2025-08-19 21:15+05:30,0,,,
Delhi,Departure,Etihad,EY 217,2025-08-19 21:15+05:30,2025-08-19 21:15+05:30,0,,,
Delhi,Departure,IndiGo,6E 1405,2025-08-19 21:15+05:30,2025-08-19 21:15+05:30,0,,,
Delhi,Departure,IndiGo,6E 2674,2025-08-19 21:20+05:30,2025-08-19 21:20+05:30,0,,,
Delhi,Departure,Air India Express,IX 1015,2025-08-19 21:20+05:30,2025-08-19 21:20+05:30,0,,,
Delhi,Departure,SpiceJet,SG 163,2025-08-19 20:50+05:30,2025-08-19 21:31+05:30,41,,,
Delhi,Departure,Air India,AI 847,2025-08-19 21:35+05:30,2025-08-19 21:35+05:30,0,,,
Delhi,Departure,IndiGo,6E 2201,2025-08-19 21:00+05:30,2025-08-19 21:37+05:30,37,,,
Delhi,Departure,Air India Express,IX 1147,2025-08-19 21:40+05:30,2025-08-19 21:40+05:30,0,,,
Delhi,Departure,Air India,AI 2929,2025-08-19 21:45+05:30,2025-08-19 21:45+05:30,0,,,
Delhi,Departure,IndiGo,6E 6341,2025-08-19 21:45+05:30,2025-08-19 21:45+05:30,0,,,
Delhi,Departure,Air India,AI 2400,2025-08-19 21:00+05:30,2025-08-19 21:45+05:30,45,,,
Delhi,Departure,IndiGo,6E 477,2025-08-19 21:45+05:30,2025-08-19 21:45+05:30,0,,,
Delhi,Departure,SpiceJet,SG 184,2025-08-19 21:45+05:30,2025-08-19 21:45+05:30,0,,,
Delhi,Departure,IndiGo,6E 6517,2025-08-19 19:30+05:30,2025-08-19 21:46+05:30,136,,,
Delhi,Departure,Air India,AI 2805,2025-08-19 20:00+05:30,2025-08-19 21:47+05:30,107,,,
Delhi,Departure,IndiGo,6E 6515,2025-08-19 20:15+05:30,2025-08-19 21:49+05:30,94,,,
Delhi,Departure,Gulf Air,GF 135,2025-08-19 21:50+05:30,2025-08-19 21:50+05:30,0,,,
Delhi,Departure,Air India,AI 2477,2025-08-19 20:55+05:30,2025-08-19 21:50+05:30,55,,,
Delhi,Departure,Air India,AI 2973,2025-08-19 20:50+05:30,2025-08-19 21:52+05:30,62,,,
Delhi,Departure,Air India,AI 2727,2025-08-19 21:55+05:30,2025-08-19 21:55+05:30,0,,,
Delhi,Departure,Singapore,SQ 403,2025-08-19 21:55+05:30,2025-08-19 21:55+05:30,0,,,
Delhi,Departure,Air India,AI 2145,2025-08-19 21:55+05:30,2025-08-19 21:55+05:30,0,,,
Delhi,Departure,Air India,AI 2981,2025-08-19 21:00+05:30,2025-08-19 21:57+05:30,57,,,
Delhi,Departure,Emirates,EK 515,2025-08-19 22:00+05:30,2025-08-19 22:00+05:30,0,,,
Delhi,Departure,Air India,AI 1865,2025-08-19 21:00+05:30,2025-08-19 22:01+05:30,61,,,
Delhi,Departure,IndiGo,6E 2601,2025-08-19 21:10+05:30,2025-08-19 22:07+05:30,57,,,
